,Book,Author,Genres,Avg_Rating
2264,"Bitterblue (Graceling Realm, #3)",Kristin Cashore,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'High Fantasy', 'Magic']",4.0
2265,"Lost in Shangri-la: A True Story of Survival, Adventure, and the Most Incredible Rescue Mission of World War II",Mitchell Zuckoff,"['Nonfiction', 'History', 'War', 'Adventure']",3.86
2266,The Creep,Chriselda Barretto,"['Poetry', 'Adult', 'Fiction', 'Contemporary', 'New Adult', 'Young Adult', 'Novels']",4.09
2267,Apathy and Other Small Victories,Paul Neilan,"['Fiction', 'Humor', 'Mystery', 'Contemporary', 'Novels', 'Crime']",3.82
2268,"The Touch: A Supernatural Story (The Touch, #1)",Robert Flynn III,"['Fiction', 'Fantasy', 'Young Adult', 'Adventure', 'Religion', 'New Adult']",3.61
2269,Burial Rites,Hannah Kent,"['Historical Fiction', 'Fiction', 'Historical', 'Mystery', 'Crime', 'Adult', 'Literary Fiction']",4.03
2270,Lift: Five Practices Great Managers Do Consistently: Raise Performance and Morale - See Your Employees Thrive,Raymond   Wheeler,"['Nonfiction', 'Business', 'Self Help']",4.3
2272,"Little Town on the Prairie  (Little House, #7)",Laura Ingalls Wilder,"['Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade']",4.19
2273,Congo,Michael Crichton,"['Fiction', 'Science Fiction', 'Thriller', 'Adventure', 'Horror', 'Mystery', 'Suspense']",3.62
2274,Fire and Fury: Inside the Trump White House,Michael Wolff,"['Nonfiction', 'Politics', 'History', 'Biography', 'Audiobook']",3.44
2275,You Can Win: A Step by Step Tool for Top Achievers,Shiv Khera,"['Self Help', 'Nonfiction', 'Business', 'Personal Development']",3.89
2276,"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel,"['Business', 'Nonfiction', 'Self Help']",4.18
2277,The Wisdom of Insecurity: A Message for an Age of Anxiety,Alan W. Watts,"['Philosophy', 'Nonfiction', 'Psychology', 'Spirituality', 'Self Help', 'Religion']",4.16
2278,The Testament,John Grisham,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Crime', 'Mystery Thriller']",3.9
2279,Glucose Control Eating: Lose Weight Stay Slimmer Live Healthier Live Longer,Rick Mystrom,"['Contemporary', 'Fiction']",4.31
2280,"The Nine Tailors (Lord Peter Wimsey, #9)",Dorothy L. Sayers,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Mystery Thriller', 'British Literature']",4.03
2281,Dreams & Dew: Poems & Prose,Chriselda Barretto,"['Poetry', 'Fiction', 'Contemporary', 'Adult', 'New Adult', 'Young Adult']",4.17
2282,The Anatomy of Peace: Resolving the Heart of Conflict,The Arbinger Institute,"['Nonfiction', 'Self Help', 'Psychology', 'Business', 'Personal Development']",4.18
2283,The Secret Keeper,Kate Morton,"['Historical Fiction', 'Fiction', 'Mystery', 'Historical', 'Romance', 'Adult']",4.15
2284,Change Your Thoughts - Change Your Life,Wayne W. Dyer,"['Self Help', 'Spirituality', 'Nonfiction', 'Philosophy', 'Personal Development', 'Psychology']",4.23
2285,The Truth: Stage Adaptation,Stephen Briggs,"['Fantasy', 'Fiction', 'Humor', 'Science Fiction Fantasy', 'Young Adult', 'Audiobook']",4.25
2286,"Rosemary's Baby (Rosemary's Baby, #1)",Ira Levin,"['Horror', 'Fiction', 'Classics', 'Thriller', 'Mystery', 'Fantasy', 'Paranormal']",4.03
2287,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,"['Fantasy', 'Young Adult', 'Dystopia', 'Romance', 'Science Fiction', 'Fiction', 'Paranormal']",3.89
2288,What the Dog Saw and Other Adventures,Malcolm Gladwell,"['Nonfiction', 'Psychology', 'Business', 'Science', 'Audiobook']",3.85
2289,PostSecret: Extraordinary Confessions from Ordinary Lives,Frank Warren,"['Nonfiction', 'Humor', 'Memoir', 'Psychology', 'Adult', 'Biography']",3.99
2290,"Death du Jour (Temperance Brennan, #2)",Kathy Reichs,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense']",3.96
2291,The Kindly Ones,Jonathan Littell,"['Fiction', 'Historical Fiction', 'War', 'Historical']",3.98
2292,If This Is a Man • The Truce,Primo Levi,"['Nonfiction', 'History', 'Biography', 'Classics', 'Memoir', 'War']",4.55
2293,Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission,Hampton Sides,"['History', 'Nonfiction', 'War']",4.23
2294,"Visions (The Secret Watchers, #1)",Lauren Klever,"['Fantasy', 'Young Adult', 'Adventure', 'Fiction', 'Paranormal', 'Urban Fantasy', 'Suspense']",4.34
2295,Westwind Secrets,Marilyn Dalla Valle,"['Drama', 'Contemporary', 'Novels', 'Fiction', 'Mystery']",4.29
2296,"Entrance (Thornhill Trilogy, #1)",J.J. Sorel,"['Romance', 'Contemporary Romance', 'Suspense', 'Fiction']",4.06
2297,Murder on the Naval Base,Behcet Kaya,"['Novels', 'Contemporary', 'Drama', 'Fiction']",4.32
2298,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Brian Greene,"['Science', 'Nonfiction', 'Philosophy']",4.12
2299,"Hogfather (Discworld, #20; Death, #4)",Terry Pratchett,"['Fantasy', 'Fiction', 'Humor', 'Science Fiction Fantasy', 'Audiobook']",4.25
2300,The Turn of the Key,Ruth Ware,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Horror']",3.93
2301,The Looming Tower: Al-Qaeda and the Road to 9/11,Lawrence Wright,"['History', 'Nonfiction', 'Politics', 'War', 'Religion']",4.35
2302,Packing for Mars: The Curious Science of Life in the Void,Mary Roach,"['Nonfiction', 'Science', 'Humor', 'History', 'Audiobook']",3.95
2303,"The Reptile Room (A Series of Unfortunate Events, #2)",Lemony Snicket,"['Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Fantasy', 'Mystery', 'Adventure']",4.0
2304,I Heard the Owl Call My Name,Margaret Craven,"['Fiction', 'Historical Fiction', 'Classics', 'Young Adult', 'Historical']",4.02
2305,The Missionary,Rowena Kinread,"['Historical Fiction', 'Fiction']",4.3
2307,Another Roadside Attraction,Tom Robbins,"['Fiction', 'Humor', 'Novels', 'Literature', 'Contemporary', 'American']",3.98
2308,"Kiss the Girls (Alex Cross, #2)",James Patterson,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Suspense', 'Mystery Thriller']",3.99
2309,"Fire of Stars and Dragons (Stars and Souls, #1)",Melissa Petreshock,"['Fantasy', 'Paranormal', 'New Adult', 'Romance']",3.61
2310,The Art of Success: What No One Ever Taught You (But You Still Need to Know),James Melouney,"['Self Help', 'Business', 'Personal Development', 'Nonfiction']",4.11
2311,If I Wake,Nikki Moyes,"['Young Adult', 'Fantasy', 'Contemporary']",3.91
2312,The Well House,M.S. Matassa,"['Fiction', 'Contemporary', 'Adult', 'New Adult', 'Fantasy', 'Novels']",4.32
2313,"The Girl in the Spider's Web (Millennium, #4)",David Lagercrantz,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Audiobook', 'Suspense']",3.79
2314,Manifesto of the Free People's Union,Jakub Lasak,['Nonfiction'],4.38
2315,Grunt: The Curious Science of Humans at War,Mary Roach,"['Nonfiction', 'Science', 'History', 'War', 'Humor', 'Audiobook']",3.93
2316,Without MAlice,Amesbury Clarke,"['Mystery', 'Thriller', 'Literature']",4.02
2317,"The Secret Diary of Adrian Mole, Aged 13 3/4  (Adrian Mole, #1)",Sue Townsend,"['Fiction', 'Young Adult', 'Humor', 'Childrens', 'Contemporary', 'British Literature']",3.88
2318,Story of the Eye,Georges Bataille,"['Fiction', 'Horror', 'Classics', 'Philosophy', 'Literature']",3.67
2319,Leadership and Self-Deception: Getting Out of the Box,The Arbinger Institute,"['Business', 'Nonfiction', 'Self Help', 'Psychology', 'Personal Development']",4.11
2320,"Specials (Uglies, #3)",Scott Westerfeld,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Romance']",3.76
2321,The Comfort of Strangers,Ian McEwan,"['Fiction', 'Contemporary', 'Thriller', 'British Literature', 'Literary Fiction', 'Novels', 'Literature']",3.41
2322,Tell the Wolves I'm Home,Carol Rifka Brunt,"['Fiction', 'Young Adult', 'Historical Fiction', 'Contemporary', 'Adult']",4.03
2323,"The Angel Experiment (Maximum Ride, #1)",James Patterson,"['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Adventure', 'Paranormal']",4.07
2324,"Heartsick (Archie Sheridan & Gretchen Lowell, #1)",Chelsea Cain,"['Mystery', 'Thriller', 'Fiction', 'Crime', 'Mystery Thriller', 'Suspense', 'Horror']",3.93
2325,Plain Truth,Jodi Picoult,"['Fiction', 'Mystery', 'Contemporary', 'Chick Lit', 'Adult Fiction', 'Drama']",3.99
2326,"Whispers (The Secret Watchers, #2)",Lauren Klever,"['Young Adult', 'Fantasy', 'Suspense', 'Adventure']",4.27
2327,Chess Story,Stefan Zweig,"['Fiction', 'Classics', 'Short Stories', 'Literature', 'Novels']",4.28
2328,Tears of Glass,David  Lake,"['Fiction', 'Thriller']",3.78
2329,"Running from Romeo (Romeo, #1)",Diane Mannino,"['Romance', 'New Adult', 'Contemporary', 'Young Adult', 'Drama']",3.57
2330,"One of Us Is Lying (One of Us is Lying, #1)",Karen M. McManus,"['Mystery', 'Young Adult', 'Thriller', 'Contemporary', 'Fiction', 'Mystery Thriller', 'Romance']",3.97
2331,"The Throne of Fire (The Kane Chronicles, #2)",Rick Riordan,"['Fantasy', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Magic']",4.19
2332,The Pelican Brief,John Grisham,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Suspense', 'Mystery Thriller']",4.04
2333,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,"['Nonfiction', 'Politics', 'Memoir', 'Biography', 'History', 'Audiobook']",4.1
2334,"Persepolis 2: The Story of a Return (Persepolis, #2)",Marjane Satrapi,"['Nonfiction', 'Memoir', 'Biography', 'History']",4.21
2335,"The Great Hunt (The Wheel of Time, #2)",Robert Jordan,"['Fantasy', 'Fiction', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Adventure']",4.26
2336,Never Go With Your Gut: How Pioneering Leaders Make the Best Decisions and Avoid Business Disasters,Gleb Tsipursky,"['Business', 'Nonfiction', 'Psychology', 'Self Help', 'Personal Development']",4.17
2338,The Te of Piglet,Benjamin Hoff,"['Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Humor']",3.77
2339,Prey,Michael Crichton,"['Fiction', 'Science Fiction', 'Thriller', 'Horror', 'Suspense', 'Mystery', 'Science Fiction Fantasy']",3.77
2340,The 5000 Year Leap,W. Cleon Skousen,"['History', 'Nonfiction', 'Politics', 'Philosophy', 'Historical']",4.27
2341,"The Sight of Demons (The Master of Perceptions, #1)",Darin C.  Brown,"['Fiction', 'Novels', 'Contemporary', 'Drama', 'Fantasy', 'Adult']",4.52
2342,Una Historia de Ayer,Sergio Cobo,"['Thriller', 'Mystery', 'Fiction', 'Drama']",4.6
2343,"Golden Son (Red Rising Saga, #2)",Pierce Brown,"['Science Fiction', 'Fantasy', 'Fiction', 'Dystopia', 'Young Adult', 'Audiobook', 'Adult']",4.44
2344,"The Dry (Aaron Falk, #1)",Jane Harper,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Audiobook']",4.06
2345,Holly Jolly: Campfire Stories,J.K. Franko Jr.,"['Childrens', 'Fiction']",4.35
2346,"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",Candice Millard,"['History', 'Nonfiction', 'Biography', 'Politics', 'Historical']",4.19
2347,The Dice Man,Luke Rhinehart,"['Fiction', 'Psychology', 'Thriller', 'Novels', 'Contemporary', 'Classics', 'Philosophy']",3.56
2348,Bonk: The Curious Coupling of Science and Sex,Mary Roach,"['Nonfiction', 'Science', 'Humor', 'Psychology', 'History']",3.85
2349,The Hike,Drew Magary,"['Fantasy', 'Fiction', 'Horror', 'Science Fiction', 'Adventure', 'Audiobook', 'Humor']",3.94
2350,"Marked (House of Night, #1)",P.C. Cast,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Fiction']",3.81
2351,"Pawn of Prophecy (The Belgariad, #1)",David Eddings,"['Fantasy', 'Fiction', 'High Fantasy', 'Young Adult', 'Science Fiction Fantasy', 'Adventure']",4.16
2352,"A Time to Die (Out of Time, #1)",Nadine Brandes,"['Dystopia', 'Fantasy', 'Young Adult', 'Christian', 'Science Fiction', 'Fiction']",4.23
2353,Waiter to the Rich and Shameless: Confessions of a Five-Star Beverly Hills Server,Paul Hartford,"['Nonfiction', 'Memoir', 'Biography Memoir', 'Biography', 'Audiobook', 'Autobiography', 'Humor']",3.49
2354,Oblomov,Ivan Goncharov,"['Classics', 'Fiction', 'Literature', 'Novels']",4.11
2355,The Alchemy Fire Murder: a Mary Wandwalker Mystery,Susan  Rowland,['Mystery'],4.36
2356,Smilla's Sense of Snow,Peter Hoeg,"['Fiction', 'Mystery', 'Crime', 'Thriller', 'Mystery Thriller']",3.74
2357,Diary of a Madman,Nikolai Gogol,"['Classics', 'Short Stories', 'Fiction', 'Literature', 'Audiobook']",3.85
2358,Ethics,Baruch Spinoza,"['Philosophy', 'Nonfiction', 'Classics', 'Religion', 'Psychology']",4.09
2359,Suzanne's Diary for Nicholas,James Patterson,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Adult Fiction', 'Mystery']",4.17
2360,"Emily of New Moon (Emily, #1)",L.M. Montgomery,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Middle Grade']",4.11
2361,Three Hundred Million,Blake Butler,"['Fiction', 'Horror', 'Novels', 'American', 'Thriller', 'Contemporary']",3.39
2362,SHADOW PANTHEON,Eric Nierstedt,"['Fiction', 'Contemporary']",4.28
2364,"This Present Darkness (Darkness, #1)",Frank E. Peretti,"['Fiction', 'Christian', 'Fantasy', 'Religion', 'Thriller', 'Spirituality']",4.23
2365,"Dark Guardian (Dark Guardian, #1)",Ammar Habib,"['Thriller', 'Fiction', 'Crime', 'Mystery']",4.21
2366,The Boy Who Saw In Colours,Lauren  Robinson,"['Historical Fiction', 'Literary Fiction', 'Fiction', 'Historical']",4.04
2367,Capital in the Twenty First Century,Thomas Piketty,"['Nonfiction', 'Politics', 'History', 'Business', 'Philosophy']",4.05
2368,The Word for World Is Forest,Ursula K. Le Guin,"['Science Fiction', 'Fiction', 'Fantasy', 'Classics', 'Science Fiction Fantasy', 'Novels']",4.03
2369,"In the Woods (Dublin Murder Squad, #1)",Tana French,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense']",3.79
2370,Call Me Tuesday,Leigh Byrne,"['Nonfiction', 'Memoir', 'Psychology', 'Biography']",4.25
2371,"Genghis: Birth of an Empire (Conqueror, #1)",Conn Iggulden,"['Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'War', 'Adventure']",4.38
2372,Murder at the Vicarage,Agatha Christie,"['Mystery', 'Fiction', 'Classics', 'Crime', 'Mystery Thriller', 'Audiobook']",4.06
2373,Simple Abundance: A Daybook of Comfort of Joy,Sarah Ban Breathnach,"['Self Help', 'Nonfiction', 'Spirituality', 'Psychology', 'Personal Development', 'Philosophy']",3.97
2374,Maus II: A Survivor's Tale: And Here My Troubles Began,Art Spiegelman,"['Nonfiction', 'History', 'Memoir', 'Biography']",4.4
2375,"Beastly (Beastly, #1; Kendra Chronicles, #1)",Alex Flinn,"['Young Adult', 'Fantasy', 'Romance', 'Fiction', 'Paranormal']",3.82
2376,"The Memoirs of Sherlock Holmes (Sherlock Holmes, #4)",Arthur Conan Doyle,"['Classics', 'Mystery', 'Fiction', 'Short Stories', 'Crime', 'Audiobook']",4.3
2377,The Radium Girls: The Dark Story of America’s Shining Women,Kate  Moore,"['Nonfiction', 'History', 'Science', 'Audiobook', 'Biography', 'Historical']",4.15
2378,What Katy Did,Susan Coolidge,"['Classics', 'Childrens', 'Fiction', 'Young Adult', 'Historical Fiction', 'Middle Grade']",3.89
2379,"The Elite (The Selection, #2)",Kiera Cass,"['Romance', 'Young Adult', 'Dystopia', 'Fantasy', 'Fiction', 'Science Fiction', 'Audiobook']",3.96
2380,The Woman in the Dunes,Kōbō Abe,"['Fiction', 'Classics', 'Literature', 'Novels']",3.9
2381,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,"['Nonfiction', 'History', 'Biography', 'Audiobook', 'Historical']",4.37
2382,Roadside Picnic,Arkady Strugatsky,"['Science Fiction', 'Fiction', 'Classics', 'Dystopia', 'Fantasy']",4.15
2383,"The Gormenghast Novels (Gormenghast, #1-3)",Mervyn Peake,"['Fantasy', 'Fiction', 'Classics', 'Horror', 'Novels', 'Literature']",4.01
2384,The Undoing Project: A Friendship That Changed Our Minds,Michael   Lewis,"['Nonfiction', 'Psychology', 'Biography', 'Science', 'Business', 'History']",3.98
2385,"Awakening the Fire (Guardian Witch, #1)",Ally Shields,"['Urban Fantasy', 'Paranormal', 'Fantasy', 'Magic']",3.73
2386,"The Hangman's Daughter (The Hangman's Daughter, #1)",Oliver Pötzsch,"['Historical Fiction', 'Mystery', 'Fiction', 'Historical', 'Thriller', 'Mystery Thriller']",3.75
2387,The Mermaid Chair,Sue Monk Kidd,"['Fiction', 'Romance', 'Chick Lit', 'Contemporary', 'Adult Fiction', 'Adult', 'Novels']",3.2
2388,"The Black Jewels Trilogy: Daughter of the Blood, Heir to the Shadows, Queen of the Darkness (The Black Jewels, #1-3)",Anne Bishop,"['Fantasy', 'Romance', 'Fiction', 'Magic', 'Science Fiction Fantasy', 'High Fantasy']",4.39
2389,The Art of Seduction,Robert Greene,"['Psychology', 'Nonfiction', 'Self Help', 'Philosophy', 'Personal Development', 'Business']",3.99
2390,Neil Patrick Harris: Choose Your Own Autobiography,Neil Patrick Harris,"['Nonfiction', 'Memoir', 'Biography', 'Humor', 'Audiobook', 'Autobiography', 'Biography Memoir']",3.82
2392,Boy's Life,Robert McCammon,"['Horror', 'Fiction', 'Fantasy', 'Mystery', 'Historical Fiction']",4.38
2393,The Eyes of the Dragon,Stephen King,"['Fantasy', 'Fiction', 'Horror', 'Young Adult', 'Thriller', 'Science Fiction Fantasy']",3.94
2394,Replay,Ken Grimwood,"['Science Fiction', 'Fiction', 'Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Romance']",4.15
2395,The Power of Your Subconscious Mind,Joseph Murphy,"['Self Help', 'Psychology', 'Nonfiction', 'Personal Development', 'Spirituality', 'Philosophy', 'Business']",4.09
2396,Ask and It Is Given: Learning to Manifest Your Desires,Esther Hicks,"['Spirituality', 'Self Help', 'Nonfiction', 'Personal Development', 'Psychology']",4.18
2397,Twelve Angry Men,Reginald Rose,"['Classics', 'Fiction', 'Drama', 'School']",4.07
2398,Imajica,Clive Barker,"['Fantasy', 'Horror', 'Fiction', 'Science Fiction', 'Science Fiction Fantasy']",4.17
2399,"The Fall of the Phoenix (Heroes of Troy, #1)",Daniel  Kelly,"['Fantasy', 'Historical Fiction', 'Fiction', 'Historical']",4.41
2400,The Grey Wolf,Julie Mannino,['Fantasy'],4.76
2401,The Insult,Rupert Thomson,"['Fiction', 'Thriller', 'Mystery', 'Literary Fiction', 'Contemporary', 'British Literature']",3.57
2402,Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital (ALA Notable Books for Adults),Sheri  Fink,"['Nonfiction', 'History', 'Audiobook']",3.93
2403,The Fact of a Body: A Murder and a Memoir,Alexandria Marzano-Lesnevich,"['Nonfiction', 'Memoir', 'Crime', 'Audiobook', 'Mystery', 'Biography']",3.8
2404,El caballero de la armadura oxidada,Robert Fisher,"['Fantasy', 'Fiction', 'Self Help', 'Classics', 'Philosophy', 'Psychology', 'School']",3.8
2405,The Taming of the Shrew,William Shakespeare,"['Classics', 'Fiction', 'Drama', 'School', 'Romance']",3.76
2406,The Far Pavilions,M.M. Kaye,"['Historical Fiction', 'Fiction', 'Romance', 'Historical', 'Classics', 'Adventure']",4.2
2407,"Magician (The Riftwar Saga, #1-2)",Raymond E. Feist,"['Fantasy', 'Fiction', 'High Fantasy', 'Magic', 'Science Fiction Fantasy', 'Adventure']",4.31
2409,A Man After God's Own Heart,Jim George,"['Christian', 'Religion', 'Spirituality']",4.08
2411,Song of the Silent Snow,Hubert Selby Jr.,"['Fiction', 'Short Stories', 'Literature', 'Classics', 'American']",3.84
2412,Sustainable & Responsible Investing 360�: Lessons Learned from World Class Investors,R. Scott Arnell,"['Nonfiction', 'Business']",4.28
2413,"Thrall (Thrall, #1)",Julie Mannino,"['Fantasy', 'Romance', 'Paranormal']",3.86
2414,Giants in the Earth,O.E. Rølvaag,"['Fiction', 'Historical Fiction', 'Classics', 'Literature', 'Historical', 'Novels']",4.02
2415,The Joy of Sex,Alex Comfort,"['Nonfiction', 'Self Help', 'Psychology']",3.61
2417,Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,"['Fantasy', 'Young Adult', 'Romance', 'Fiction']",4.05
